symbol;name;short_name;sector;industry
EXG;Eaton Vance Tax-Managed Global Diversified Equity Income Fund Eaton Vance Tax-Managed Global Diversified Equity Income Fund Common Shares of Beneficial Interest;Eaton Vance Tax-Managed Global Diversified Equity Income Fund;Finance;Finance Companies
EXK;Endeavour Silver Corporation Ordinary Shares (Canada);Endeavour Silver;;
EXLS;ExlService Holdings Inc. Common Stock;ExlService Holdings;Technology;Retail: Computer Software & Peripheral Equipment
EXP;Eagle Materials Inc Common Stock;Eagle Materials;Industrials;Building Materials
EXPD;Expeditors International of Washington Inc. Common Stock;Expeditors International of Washington;Consumer Discretionary;Oil Refining/Marketing
EXPE;Expedia Group Inc. Common Stock;Expedia;Consumer Discretionary;Other Consumer Services
EXPI;eXp World Holdings Inc. Common Stock;eXp World Holdings;Finance;Real Estate
EXPO;Exponent Inc. Common Stock;Exponent;Consumer Discretionary;Professional Services
EXPR;Express Inc. Common Stock;Express;;
EXR;Extra Space Storage Inc Common Stock;Extra Space Storage;Real Estate;Real Estate Investment Trusts
EXTR;Extreme Networks Inc. Common Stock;Extreme Networks;Telecommunications;Telecommunications Equipment
EYE;National Vision Holdings Inc. Common Stock;National Vision Holdings;Health Care;Ophthalmic Goods
EYEN;Eyenovia Inc. Common Stock;Eyenovia;Health Care;Biotechnology: Pharmaceutical Preparations
EYPT;EyePoint Pharmaceuticals Inc. Common Stock;EyePoint Pharmaceuticals;Health Care;Biotechnology: Pharmaceutical Preparations
EZFL;EzFill Holdings Inc. Common Stock;EzFill Holdings;Technology;EDP Services
EZGO;EZGO Technologies Ltd. Ordinary Shares;EZGO Technologies;Consumer Discretionary;Motor Vehicles
EZPW;EZCORP Inc. Class A Non Voting Common Stock;EZCORP;Miscellaneous;Diversified Commercial Services
F;Ford Motor Company Common Stock;Ford Motor;Consumer Discretionary;Auto Manufacturing
FA;First Advantage Corporation Common Stock;First Advantage;Consumer Discretionary;Business Services
FACT;Freedom Acquisition I Corp. Class A Ordinary Shares;Freedom Acquisition I;Health Care;Biotechnology: Pharmaceutical Preparations
FAF;First American Corporation (New) Common Stock;First American;Finance;Specialty Insurers
FAM;First Trust/abrdn Global Opportunity Income Fund Common Shares of Beneficial Interest;First Trust/abrdn Global Opportunity Income Fund;Finance;Finance/Investors Services
FAMI;Farmmi Inc. Ordinary Shares;Farmmi;Consumer Staples;Packaged Foods
FANG;Diamondback Energy Inc. Common Stock;Diamondback Energy;Energy;Oil & Gas Production
FANH;Fanhua Inc. American Depositary Shares;Fanhua;Finance;Specialty Insurers
FARM;Farmer Brothers Company Common Stock;Farmer Brothers;Consumer Staples;Specialty Foods
FARO;FARO Technologies Inc. Common Stock;FARO Technologies;Industrials;Industrial Machinery/Components
FAST;Fastenal Company Common Stock;Fastenal;Basic Materials;Construction Materials
FAT;FAT Brands Inc. Class A Common Stock;FAT Brands;Consumer Discretionary;Restaurants
FATBB;FAT Brands Inc. Class B Common Stock;FAT Brands Class B;Consumer Discretionary;Restaurants
FATBP;FAT Brands Inc. 8.25% Series B Cumulative Preferred Stock;FAT Brands;Consumer Discretionary;Restaurants
FATBW;FAT Brands Inc. Warrant;FAT Brands Warrant;Consumer Discretionary;Restaurants
FATE;Fate Therapeutics Inc. Common Stock;Fate Therapeutics;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
FATH;Fathom Digital Manufacturing Corporation Class A Common Stock;Fathom Digital Manufacturing;Technology;Computer peripheral equipment
FATP;Fat Projects Acquisition Corp Class A Ordinary Share;Fat Projects Acquisition;Consumer Discretionary;Restaurants
FATPU;Fat Projects Acquisition Corp Unit;Fat Projects Acquisition Unit;Consumer Discretionary;Restaurants
FATPW;Fat Projects Acquisition Corp Warrant;Fat Projects Acquisition Warrant;Consumer Discretionary;Restaurants
FAX;abrdn Asia-Pacific Income Fund Inc. Common Stock;abrdn Asia-Pacific Income Fund;Finance;Investment Managers
FAZE;FaZe Holdings Inc. Common Stock;FaZe Holdings;Industrials;Industrial Machinery/Components
FAZEW;FaZe Holdings Inc. Warrant;FaZe Holdings Warrant;Industrials;Industrial Machinery/Components
FBIN;Fortune Brands Innovations Inc. Common Stock;Fortune Brands Innovations;;
FBIO;Fortress Biotech Inc. Common Stock;Fortress Biotech;Health Care;Biotechnology: Pharmaceutical Preparations
FBIOP;Fortress Biotech Inc. 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock;Fortress Biotech;Health Care;Biotechnology: Pharmaceutical Preparations
FBIZ;First Business Financial Services Inc. Common Stock;First Business Financial Services;Finance;Major Banks
FBK;FB Financial Corporation Common Stock;FB Financial;Finance;Major Banks
FBMS;First Bancshares Inc.;First Bancshares;Finance;Major Banks
FBNC;First Bancorp Common Stock;First Bancorp;Finance;Major Banks
FBP;First BanCorp. New Common Stock;First BanCorp;Finance;Major Banks
FBRT;Franklin BSP Realty Trust Inc. Common Stock;Franklin BSP Realty Trust;Real Estate;Real Estate Investment Trusts
FBRX;Forte Biosciences Inc. Common Stock;Forte Biosciences;Health Care;Biotechnology: Pharmaceutical Preparations
FC;Franklin Covey Company Common Stock;Franklin Covey;Consumer Discretionary;Professional Services
FCAP;First Capital Inc. Common Stock;First Capital;Finance;Savings Institutions
FCBC;First Community Bankshares Inc. (VA) Common Stock;First Community Bankshares;Finance;Major Banks
FCCO;First Community Corporation Common Stock;First Community;Finance;Major Banks
FCEL;FuelCell Energy Inc. Common Stock;FuelCell Energy;Utilities;Electric Utilities: Central
FCF;First Commonwealth Financial Corporation Common Stock;First Commonwealth Financial;Finance;Major Banks
FCFS;FirstCash Holdings Inc. Common Stock;FirstCash Holdings;Miscellaneous;Diversified Commercial Services
FCN;FTI Consulting Inc. Common Stock;FTI Consulting;Consumer Discretionary;Professional Services
FCNCA;First Citizens BancShares Inc. Class A Common Stock;First Citizens BancShares Class A;Finance;Major Banks
FCNCO;First Citizens BancShares Inc. 5.625% Non-Cumulative Perpetual Preferred Stock Series C;First Citizens BancShares;Finance;Major Banks
FCNCP;First Citizens BancShares Inc. Depositary Shares;First Citizens BancShares Depositary Shares;Finance;Major Banks
FCO;abrdn Global Income Fund Inc. Common Stock;abrdn Global Income Fund;Finance;Investment Managers
FCPT;Four Corners Property Trust Inc. Common Stock;Four Corners Property Trust;Real Estate;Real Estate Investment Trusts
FCRX;Crescent Capital BDC Inc. 5.00% Notes due 2026;Crescent Capital BDC;;
FCT;First Trust Senior Floating Rate Income Fund II Common Shares of Beneficial Interest;First Trust Senior Floating Rate Income Fund II;Finance;Finance Companies
FCUV;Focus Universal Inc. Common Stock;Focus Universal;Industrials;Industrial Machinery/Components
FCX;Freeport-McMoRan Inc. Common Stock;Freeport-McMoRan;Basic Materials;Metal Mining
FDBC;Fidelity D & D Bancorp Inc. Common Stock;Fidelity D & D Bancorp;Finance;Major Banks
FDEU;First Trust Dynamic Europe Equity Income Fund Common Shares of Beneficial Interest;First Trust Dynamic Europe Equity Income Fund;Finance;Trusts Except Educational Religious and Charitable
FDMT;4D Molecular Therapeutics Inc. Common Stock;4D Molecular Therapeutics;Health Care;Biotechnology: Pharmaceutical Preparations
FDP;Fresh Del Monte Produce Inc. Common Stock;Fresh Del Monte Produce;Consumer Staples;Farming/Seeds/Milling
FDS;FactSet Research Systems Inc. Common Stock;FactSet Research Systems;Finance;Advertising
FDUS;Fidus Investment Corporation Common Stock;Fidus Investment;Finance;Finance/Investors Services
FDX;FedEx Corporation Common Stock;FedEx;Consumer Discretionary;Air Freight/Delivery Services
FE;FirstEnergy Corp. Common Stock;FirstEnergy;Utilities;Electric Utilities: Central
FEAM;5E Advanced Materials Inc. Common Stock;5E Advanced Materials;Industrials;Major Chemicals
FEDU;Four Seasons Education (Cayman) Inc. American Depositary Shares each ADS representing 10 ordinary shares;Four Seasons Education;Real Estate;Other Consumer Services
FEI           ;First Trust MLP and Energy Income Fund Common Shares of Beneficial Interest;First Trust MLP and Energy Income Fund;Finance;Finance/Investors Services
FEIM;Frequency Electronics Inc. Common Stock;Frequency Electronics;Industrials;Electrical Products
FELE;Franklin Electric Co. Inc. Common Stock;Franklin Electric;Consumer Discretionary;Metal Fabrications
FEMY;Femasys Inc. Common Stock;Femasys;Health Care;Medical/Dental Instruments
FEN;First Trust Energy Income and Growth Fund;First Trust Energy Income and Growth Fund;Finance;Finance/Investors Services
FENC;Fennec Pharmaceuticals Inc. Common Stock;Fennec Pharmaceuticals;Health Care;Pharmaceuticals and Biotechnology
FENG;Phoenix New Media Limited American Depositary Shares each representing 48 Class A ordinary shares.;Phoenix New Media;Industrials;Broadcasting
FERG;Ferguson plc Ordinary Shares;Ferguson;Consumer Discretionary;Industrial Machinery/Components
FET;Forum Energy Technologies Inc. Common Stock;Forum Energy Technologies;Industrials;Metal Fabrications
FEXD;Fintech Ecosystem Development Corp. Class A Common Stock;Fintech Ecosystem Development;Industrials;Consumer Electronics/Appliances
FEXDR;Fintech Ecosystem Development Corp. Right;Fintech Ecosystem Development Right;Finance;Blank Checks
FEXDW;Fintech Ecosystem Development Corp. Warrant;Fintech Ecosystem Development Warrant;Industrials;Consumer Electronics/Appliances
FF;FutureFuel Corp.  Common shares;FutureFuel;Industrials;Industrial Specialties
FFA;First Trust Enhanced Equity Income Fund;First Trust Enhanced Equity Income Fund;Finance;Investment Managers
FFBC;First Financial Bancorp. Common Stock;First Financial Bancorp;Finance;Major Banks
FFC;Flaherty & Crumrine Preferred and Income Securities Fund Incorporated;Flaherty & Crumrine Preferred and Income Securities Fund;Finance;Trusts Except Educational Religious and Charitable
FFIC;Flushing Financial Corporation Common Stock;Flushing Financial;Finance;Major Banks
FFIE;Faraday Future Intelligent Electric Inc. Common Stock;Faraday Future Intelligent Electric;Consumer Discretionary;Auto Manufacturing
FFIEW;Faraday Future Intelligent Electric Inc. Warrant;Faraday Future Intelligent Electric Warrant;Consumer Discretionary;Auto Manufacturing
FFIN;First Financial Bankshares Inc. Common Stock;First Financial Bankshares;Finance;Major Banks
FFIV;F5 Inc. Common Stock;F5;Technology;EDP Services
FFNW;First Financial Northwest Inc. Common Stock;First Financial Northwest;Finance;Banks
FFWM;First Foundation Inc. Common Stock;First Foundation;Finance;Major Banks
FG;F&G Annuities & Life Inc. Common Stock;F&G Annuities & Life;Finance;Life Insurance
FGB;First Trust Specialty Finance and Financial Opportunities Fund;First Trust Specialty Finance and Financial Opportunities Fund;Finance;Finance/Investors Services
FGBI;First Guaranty Bancshares Inc. Common Stock;First Guaranty Bancshares;Finance;Major Banks
FGBIP;First Guaranty Bancshares Inc. 6.75% Series A Fixed-Rate Non-Cumulative Perpetual Preferred Stock;First Guaranty Bancshares;Finance;Major Banks
FGEN;FibroGen Inc Common Stock;FibroGen;Health Care;Biotechnology: Pharmaceutical Preparations
FGF;FG Financial Group Inc. Common Stock (NV);FG Financial;Finance;Property-Casualty Insurers
FGFPP;FG Financial Group Inc. 8.00% Cumulative Preferred Stock;FG Financial;Finance;Property-Casualty Insurers
FGH;FG Group Holdings Inc. Common Stock;FG Holdings;Consumer Discretionary;Industrial Machinery/Components
FGI;FGI Industries Ltd. Ordinary Shares;FGI Industries;Finance;Finance Companies
FGIWW;FGI Industries Ltd. Warrant;FGI Industries;Finance;Finance Companies
FGMC;FG Merger Corp. Common Stock;FG Merger Corp;Industrials;Consumer Electronics/Appliances
FGMCU;FG Merger Corp. Unit;FG Merger Corp;Industrials;Consumer Electronics/Appliances
FGMCW;FG Merger Corp. Warrant;FG Merger Corp;Industrials;Consumer Electronics/Appliances
FHB;First Hawaiian Inc. Common Stock;First Hawaiian;Finance;Major Banks
FHI;Federated Hermes Inc. Common Stock;Federated Hermes;Finance;Investment Managers
FHLT;Future Health ESG Corp. Common stock;Future Health ESG;Industrials;Consumer Electronics/Appliances
FHN;First Horizon Corporation Common Stock;First Horizon;Finance;Major Banks
FHTX;Foghorn Therapeutics Inc. Common Stock;Foghorn Therapeutics;Health Care; Medicinal Chemicals and Botanical Products
FIAC;Focus Impact Acquisition Corp. Class A Common Stock;Focus Impact Acquisition;Industrials;Consumer Electronics/Appliances
FIACW;Focus Impact Acquisition Corp. Warrant;Focus Impact Acquisition;Industrials;Consumer Electronics/Appliances
FIBK;First Interstate BancSystem Inc. Class A Common Stock;First Interstate BancSystem;Finance;Major Banks
FICO;Fair Isaac Corproation Common Stock;Fair Isaac;Technology;Computer Software: Prepackaged Software
FICV;Frontier Investment Corp Class A Ordinary Shares;Frontier Investment Corp;Finance;Blank Checks
FICVW;Frontier Investment Corp Warrants;Frontier Investment Corp;Finance;Blank Checks
FIF;First Trust Energy Infrastructure Fund Common Shares of Beneficial Interest;First Trust Energy Infrastructure;Finance;Finance/Investors Services
FIGS;FIGS Inc. Class A Common Stock;FIGS;Consumer Discretionary;Medical Specialities
FINS;Angel Oak Financial Strategies Income Term Trust Common Shares of Beneficial Interest;Angel Oak Financial Strategies;Finance;Finance/Investors Services
FINV;FinVolution Group American Depositary Shares;FinVolution;Finance;Finance: Consumer Services
FINW;FinWise Bancorp Common Stock;FinWise Bancorp;Finance;Commercial Banks
FIP;FTAI Infrastructure Inc. Common Stock ;FTAI Infrastructure;Industrials;Consumer Electronics/Appliances
FIS;Fidelity National Information Services Inc. Common Stock;Fidelity National Information Services;Consumer Discretionary;Business Services
FISI;Financial Institutions Inc. Common Stock;Financial Institutions;Finance;Major Banks
FISV;Fiserv Inc. Common Stock;Fiserv;Consumer Discretionary;Business Services
FITB;Fifth Third Bancorp Common Stock;Fifth Third Bancorp;Finance;Major Banks
FITBI;Fifth Third Bancorp Depositary Shares;Fifth Third Bancorp;Finance;Major Banks
FITBO;Fifth Third Bancorp Depositary Shares each representing a 1/1000th ownership interest in a share of Non-Cumulative Perpetual Preferred Stock Series K;Fifth Third Bancorp;Finance;Major Banks
FITBP;Fifth Third Bancorp Depositary Shares each representing 1/40th share of Fifth Third 6.00% Non-Cumulative Perpetual Class B Preferred Stock Series A;Fifth Third Bancorp;Finance;Major Banks
FIVE;Five Below Inc. Common Stock;Five Below;Consumer Discretionary;Department/Specialty Retail Stores
FIVN;Five9 Inc. Common Stock;Five9;Technology;EDP Services
FIX;Comfort Systems USA Inc. Common Stock;Comfort Systems USA;Industrials;Engineering & Construction
FIXX;Homology Medicines Inc. Common Stock;Homology Medicines;Health Care;Biotechnology: Pharmaceutical Preparations
FIZZ;National Beverage Corp. Common Stock;National Beverage;Consumer Staples;Beverages (Production/Distribution)
FKWL;Franklin Wireless Corp. Common Stock;Franklin Wireless;Utilities;Telecommunications Equipment
FL;Foot Locker Inc.;Foot Locker;Consumer Discretionary;Clothing/Shoe/Accessory Stores
FLAG;First Light Acquisition Group Inc. Class A Common Stock;First Light Acquisition;Industrials;Consumer Electronics/Appliances
FLC;Flaherty & Crumrine Total Return Fund Inc Common Stock;Flaherty & Crumrine Total Return;Finance;Trusts Except Educational Religious and Charitable
FLEX;Flex Ltd. Ordinary Shares;Flex;Technology;Electrical Products
FLFV;Feutune Light Acquisition Corporation Class A Common Stock;Feutune Light Acquisition;Industrials;Consumer Electronics/Appliances
FLGC;Flora Growth Corp. Common Stock;Flora Growth;Health Care;Pharmaceuticals and Biotechnology
FLGT;Fulgent Genetics Inc. Common Stock;Fulgent Genetics;Health Care;Medical Specialities
FLIC;First of Long Island Corporation (The) Common Stock;First of Long Island;Finance;Major Banks
FLJ;FLJ Group Limited American Depositary Shares;FLJ;Finance;Real Estate
FLL;Full House Resorts Inc. Common Stock;Full House Resorts;Consumer Discretionary;Movies/Entertainment
FLME;Flame Acquisition Corp. Class A Common Stock;Flame Acquisition;Industrials;Consumer Electronics/Appliances
FLNC;Fluence Energy Inc. Class A Common Stock;Fluence Energy;Utilities;Power Generation
FLNG;FLEX LNG Ltd. Ordinary Shares;FLEX LNG;Consumer Discretionary;Marine Transportation
FLNT;Fluent Inc. Common Stock;Fluent;Consumer Discretionary;EDP Services
FLO;Flowers Foods Inc. Common Stock;Flowers Foods;Consumer Staples;Farming/Seeds/Milling
